"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Sampaio G.S.A.; Oliveira K.R.H.M.; Kauffmann N.; do Nascimento J.L.M.; Souza G.S.; Gomes B.D.; de Lima S.M.A.; Silveira L.C.L.; Rocha F.A.F.; Herculano A.M.","Sampaio, Gabriela S.A. (57203358395); Oliveira, Karen Renata H.M. (26321749600); Kauffmann, Nayara (57196355861); do Nascimento, José Luiz M. (7004473713); Souza, Givago S. (57560194800); Gomes, Bruno D. (15022279700); de Lima, Silene Maria A. (8253293100); Silveira, Luiz Carlos L. (35577484500); Rocha, Fernando Allan F. (16231200100); Herculano, Anderson M. (8230111200)","57203358395; 26321749600; 57196355861; 7004473713; 57560194800; 15022279700; 8253293100; 35577484500; 16231200100; 8230111200","Methylmercury alters the number and topography of NO-synthase positive neurons in embryonic retina: Protective effect of alpha-tocopherol","2018","Toxicology in Vitro","53","","","89","98","9","3","10.1016/j.tiv.2018.07.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051383478&doi=10.1016%2fj.tiv.2018.07.018&partnerID=40&md5=06e4c0fef56d7123ba57e8cd5ddb12d7","Article","Final","","Scopus","2-s2.0-85051383478"
"Costa K.H.A.; Gomes B.D.; de Lima Silveira L.C.; da Silva Souza G.; da Silva Martins I.C.V.; da Costa Brito Lacerda E.M.; de Farias Rocha F.A.","Costa, Kelly Helorany Alves (57190007345); Gomes, Bruno Duarte (15022279700); de Lima Silveira, Luiz Carlos (55211983800); da Silva Souza, Givago (57560194800); da Silva Martins, Isabelle Christine Vieira (57200602942); da Costa Brito Lacerda, Eliza Maria (54889762000); de Farias Rocha, Fernando Allan (16231200100)","57190007345; 15022279700; 55211983800; 57560194800; 57200602942; 54889762000; 16231200100","Ganglion cells and displaced amacrine cells density in the retina of the collared peccary (Pecari tajacu)","2020","PLoS ONE","15","10 October","e0239719","","","","5","10.1371/journal.pone.0239719","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092248928&doi=10.1371%2fjournal.pone.0239719&partnerID=40&md5=d2fbfa62d6ed5356b24c675fef29ab82","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85092248928"
"Pessôa C.N.; Santiago L.A.; Santiago D.A.; Machado D.S.; Rocha F.A.F.; Ventura D.F.; Hokoç J.N.; Pazos-Moura C.C.; Wondisford F.E.; Gardino P.F.; Ortiga-Carvalho T.M.","Pessôa, Cristiano N. (6701427427); Santiago, Leticia A. (24339584500); Santiago, Diana A. (24339464000); Machado, Danielle S. (24338539700); Rocha, Fernando A. F. (16231200100); Ventura, Dora F. (7005483553); Hokoç, Jan Nora (55663950600); Pazos-Moura, Carmen C. (7003973057); Wondisford, Fredric E. (7005943307); Gardino, Patricia F. (6603724429); Ortiga-Carvalho, Tania M. (6602440081)","6701427427; 24339584500; 24339464000; 24338539700; 16231200100; 7005483553; 55663950600; 7003973057; 7005943307; 6603724429; 6602440081","Thyroid hormone action is required for normal cone opsin expression during mouse retinal development","2008","Investigative Ophthalmology and Visual Science","49","5","","2039","2045","6","55","10.1167/iovs.07-0908","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44649201734&doi=10.1167%2fiovs.07-0908&partnerID=40&md5=dadd9a947bbb15256b2ee2ee17d63847","Article","Final","","Scopus","2-s2.0-44649201734"
"De Farias Rocha F.A.; Gomes B.D.; De Lima Silveira L.C.; Martins S.L.; Aguiar R.G.; De Souza J.M.; Ventura D.F.","De Farias Rocha, Fernando Allan (16231200100); Gomes, Bruno Duarte (15022279700); De Lima Silveira, Luiz Carlos (55211983800); Martins, Sonia Limara (56393939200); Aguiar, Renata Genaro (48661860500); De Souza, John Manuel (35601683000); Ventura, Dora Fix (7005483553)","16231200100; 15022279700; 55211983800; 56393939200; 48661860500; 35601683000; 7005483553","Spectral sensitivity measured with electroretinogram using a constant response method","2016","PLoS ONE","11","1","e0147318","","","","31","10.1371/journal.pone.0147318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958212885&doi=10.1371%2fjournal.pone.0147318&partnerID=40&md5=8dd652e655481ee9cf8b031fa9e98d92","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84958212885"
"Rocha F.A.D.F.; Ahnelt P.K.; Peichl L.; Saito C.A.; Silveira L.C.L.; De Lima S.M.A.","Rocha, Fernando Allan De Farias (16231200100); Ahnelt, Peter K. (6701723440); Peichl, Leo (55650075300); Saito, Cézar A. (7005050536); Silveira, Luiz Carlos L. (35577484500); De Lima, Silene Maria A. (8253293100)","16231200100; 6701723440; 55650075300; 7005050536; 35577484500; 8253293100","The topography of cone photoreceptors in the retina of a diurnal rodent, the agouti (Dasyprocta aguti)","2009","Visual Neuroscience","26","2","","167","175","8","24","10.1017/S095252380808098X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649407745&doi=10.1017%2fS095252380808098X&partnerID=40&md5=ddfceed62059e3a3fc68058728245f91","Article","Final","","Scopus","2-s2.0-67649407745"
"Lima M.G.; Maximino C.; Matos Oliveira K.R.; Brasil A.; Crespo-Lopez M.E.; Batista E.D.J.O.; Rocha F.A.D.F.; Picanço-Diniz D.L.W.; Herculano A.M.","Lima, Monica Gomes (24461827200); Maximino, Caio (24776595300); Matos Oliveira, Karen Renata (26321749600); Brasil, Alódia (55971897700); Crespo-Lopez, Maria Elena (8230111500); Batista, Evander De Jesus Oliveira (54899242700); Rocha, Fernando Allan De Farias (16231200100); Picanço-Diniz, Domingos Luiz Wanderley (6603596431); Herculano, Anderson Manoel (8230111200)","24461827200; 24776595300; 26321749600; 55971897700; 8230111500; 54899242700; 16231200100; 6603596431; 8230111200","Erratum: Nitric oxide as a regulatory molecule in the processing of the visual stimulus (Nitric Oxide - Biology and Chemistry (2014) 36 (44-50))","2014","Nitric Oxide - Biology and Chemistry","38","1","","37","","","0","10.1016/j.niox.2014.02.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896446678&doi=10.1016%2fj.niox.2014.02.008&partnerID=40&md5=157f48a7be4a46915a23f3c000c2ee8c","Erratum","Final","","Scopus","2-s2.0-84896446678"
"Da Fontoura Costa L.; Rocha F.; De Lima S.M.A.","Da Fontoura Costa, Luciano (35582873300); Rocha, Fernando (16231200100); De Lima, Silene Maria Araújo (8253293100)","35582873300; 16231200100; 8253293100","Statistical mechanics characterization of neuronal mosaics","2005","Applied Physics Letters","86","9","093901","1","3","2","6","10.1063/1.1874306","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17044438253&doi=10.1063%2f1.1874306&partnerID=40&md5=7193426178e40a575f107f6d8024b75d","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-17044438253"
"Lima M.G.; Maximino C.; Matos Oliveira K.R.; Brasil A.; Crespo-Lopez M.E.; Batista E.D.J.O.; Rocha F.A.D.F.; Picanço-Diniz D.L.W.; Herculano A.M.","Lima, Monica Gomes (24461827200); Maximino, Caio (24776595300); Matos Oliveira, Karen Renata (26321749600); Brasil, Alódia (55971897700); Crespo-Lopez, Maria Elena (8230111500); Batista, Evander De Jesus Oliveira (54899242700); Rocha, Fernando Allan De Farias (16231200100); Picanço-Diniz, Domingos Luiz Wanderley (6603596431); Herculano, Anderson Manoel (8230111200)","24461827200; 24776595300; 26321749600; 55971897700; 8230111500; 54899242700; 16231200100; 6603596431; 8230111200","Nitric oxide as a regulatory molecule in the processing of the visual stimulus","2014","Nitric Oxide - Biology and Chemistry","36","","","44","50","6","18","10.1016/j.niox.2013.10.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890817061&doi=10.1016%2fj.niox.2013.10.011&partnerID=40&md5=8c19db1a5596757870d039c4e45ab519","Review","Final","","Scopus","2-s2.0-84890817061"
"Macedo A.D.E.S.; Ferreira T.M.; Krejcová L.V.; Rocha F.A.D.F.; Silva J.K.R.D.; Pedrosa L.R.R.; Gomes B.D.","Macedo, Adrielle do Espírito Santos (60011580400); Ferreira, Thayná Moraes (60011867700); Krejcová, Lane Viana (57218311036); Rocha, Fernando Allan de Farias (16231200100); Silva, Joyce Kelly R. da (60012004900); Pedrosa, Laís Resque Russo (57566152600); Gomes, Bruno Duarte (15022279700)","60011580400; 60011867700; 57218311036; 16231200100; 60012004900; 57566152600; 15022279700","Neuroprotective effects of essential oils in animal models of Alzheimer's and Parkinson's disease: a systematic review","2025","PeerJ","","","e19643","","","","2","10.7717/peerj.19643","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011504270&doi=10.7717%2fpeerj.19643&partnerID=40&md5=187dadfc8fd3b0cd9a5e23a9fab63ad1","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105011504270"
"Grötzner S.R.; de Farias Rocha F.A.; Corredor V.H.; Liber A.M.P.; Hamassaki D.E.; Bonci D.M.O.; Ventura D.F.","Grötzner, Sonia Regina (6506771975); de Farias Rocha, Fernando Allan (16231200100); Corredor, Vitor Henrique (57204967086); Liber, André Maurício Passos (56245133200); Hamassaki, Dânia Emi (6603312453); Bonci, Daniela Maria Oliveira (12769692400); Ventura, Dora Fix (7005483553)","6506771975; 16231200100; 57204967086; 56245133200; 6603312453; 12769692400; 7005483553","Distribution of rods and cones in the red-eared turtle retina (Trachemys scripta elegans)","2020","Journal of Comparative Neurology","528","9","","1548","1560","12","4","10.1002/cne.24830","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076929759&doi=10.1002%2fcne.24830&partnerID=40&md5=c6d9868bda1a31aeaa5094aa3fbd5fed","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85076929759"
"Da Fontoura Costa L.; Rocha F.; De Lima S.M.A.","Da Fontoura Costa, Luciano (35582873300); Rocha, Fernando (16231200100); De Lima, Silene Maria Araújo (8253293100)","35582873300; 16231200100; 8253293100","Characterizing polygonality in biological structures","2006","Physical Review E - Statistical, Nonlinear, and Soft Matter Physics","73","1","011913","","","","26","10.1103/PhysRevE.73.011913","https://www.scopus.com/inward/record.uri?eid=2-s2.0-32844460317&doi=10.1103%2fPhysRevE.73.011913&partnerID=40&md5=fe5cf8c1e460915e2b693f670e8ef3a4","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-32844460317"
"Oliveira K.R.H.M.; Kauffmann N.; Leão L.K.R.; Passos A.C.F.; Rocha F.A.F.; Herculano A.M.; Do Nascimento J.L.M.","Oliveira, Karen R. H. M. (26321749600); Kauffmann, Nayara (57196355861); Leão, Luana K. R. (49863477800); Passos, Adelaide C. F. (57196356505); Rocha, Fernando A. F. (16231200100); Herculano, Anderson M. (8230111200); Do Nascimento, José L. M. (7004473713)","26321749600; 57196355861; 49863477800; 57196356505; 16231200100; 8230111200; 7004473713","Cerebral malaria induces electrophysiological and neurochemical impairment in mice retinal tissue: Possible effect on glutathione and glutamatergic system","2017","Malaria Journal","16","1","440","","","","12","10.1186/s12936-017-2083-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032735077&doi=10.1186%2fs12936-017-2083-6&partnerID=40&md5=4b4e0b75914fe64332d5e521e3b0244e","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85032735077"
