"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Martins-de-Souza D.; Cassoli J.S.; Nascimento J.M.; Hensley K.; Guest P.C.; Pinzon-Velasco A.M.; Turck C.W.","Martins-de-Souza, Daniel (25621529400); Cassoli, Juliana S. (36999302600); Nascimento, Juliana M. (55361659900); Hensley, Kenneth (57207538461); Guest, Paul C. (7006912075); Pinzon-Velasco, Andres M. (8426880400); Turck, Christoph W. (7005792344)","25621529400; 36999302600; 55361659900; 57207538461; 7006912075; 8426880400; 7005792344","The protein interactome of collapsin response mediator protein-2 (CRMP2/DPYSL2) reveals novel partner proteins in brain tissue","2015","Proteomics - Clinical Applications","9","9-10","","817","831","14","41","10.1002/prca.201500004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942988483&doi=10.1002%2fprca.201500004&partnerID=40&md5=047c63956b27259e020d4f0b19945708","Article","Final","","Scopus","2-s2.0-84942988483"
"Monteiro R.; Nascimento M.; Lima K.; Cardoso V.; Almeida J.; Costa W.; Teixeira B.; Shirakura V.; Souza S.; Cassoli J.; de Nazareth Tavares Bastos G.","Monteiro, Rayan Fidel Martins (58917023300); Nascimento, Marcos Vinícius Lebrego (60116722000); Lima, Klinsmann Thiago (57223985544); Cardoso, Valdina Solimar Lopes (58916808600); Almeida, José Ramon Gama (59459818500); Costa, Wellington Junior Taisho Nagahama (59460058400); Teixeira, Bruno Eduardo Godinho (60116661400); Shirakura, Vinicius Teles (60116722100); Souza, Soraya Amin (60244354400); Cassoli, Juliana Silva (36999302600); de Nazareth Tavares Bastos, Gilmara (57191043078)","58917023300; 60116722000; 57223985544; 58916808600; 59459818500; 59460058400; 60116661400; 60116722100; 60244354400; 36999302600; 57191043078","Conspecific Presence Promotes Social Buffering, Restores Social Reward, and Enhances Spatial Navigation in a Ketamine-Induced Model of Schizophrenia in Mice","2025","European Journal of Neuroscience","62","12","e70359","","","","0","10.1111/ejn.70359","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025062465&doi=10.1111%2fejn.70359&partnerID=40&md5=ca69867fa302da1911feaaca850028ee","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105025062465"
"Brandão-Teles C.; de Almeida V.; Cassoli J.S.; Martins-de-Souza D.","Brandão-Teles, Caroline (57191906531); de Almeida, Valéria (35880914800); Cassoli, Juliana S. (36999302600); Martins-de-Souza, Daniel (25621529400)","57191906531; 35880914800; 36999302600; 25621529400","Biochemical Pathways Triggered by Antipsychotics in Human Oligodendrocytes: Potential of Discovering New Treatment Targets","2019","Frontiers in Pharmacology","10","","186","","","","17","10.3389/fphar.2019.00186","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084543935&doi=10.3389%2ffphar.2019.00186&partnerID=40&md5=7c52daf9984701a934a1cfbc32fb2f6f","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85084543935"
"Silva C.N.; Nunes K.P.; Torres F.S.; Cassoli J.S.; Santos D.M.; Almeida F.D.M.; Matavel A.; Cruz J.S.; Santos-Miranda A.; Nunes A.D.C.; Castro C.H.; Machado De Ávila R.A.; Chávez-Olórtegui C.; Láuar S.S.; Felicori L.; Resende J.M.; Camargos E.R.D.S.; Borges M.H.; Cordeiro M.N.; Peigneur S.; Tytgat J.; De Lima M.E.","Silva, Carolina Nunes (57199742898); Nunes, Kenia Pedrosa (6603023667); Torres, Fernanda Silva (36009996100); Cassoli, Juliana Silva (36999302600); Santos, Daniel Moreira (14026143600); Almeida, Flávia De Marco (56896805200); Matavel, Alessandra (6507720719); Cruz, Jader Santos (7402505750); Santos-Miranda, Arthur (56189691200); Nunes, Allancer Divino C. (57197009912); Castro, Carlos Henrique (13103767700); Machado De Ávila, Ricardo Andrés (8944851800); Chávez-Olórtegui, Carlos (7004510960); Láuar, Stephanie Stransky (49061446500); Felicori, Liza (6506449000); Resende, Jarbas Magalhães (57217847817); Camargos, Elizabeth Ribeiro Da Silva (35511738900); Borges, Márcia Helena (7102829157); Cordeiro, Marta Nascimento (7005254201); Peigneur, Steve (24559357200); Tytgat, Jan (7005089896); De Lima, Maria Elena (12784451600)","57199742898; 6603023667; 36009996100; 36999302600; 14026143600; 56896805200; 6507720719; 7402505750; 56189691200; 57197009912; 13103767700; 8944851800; 7004510960; 49061446500; 6506449000; 57217847817; 35511738900; 7102829157; 7005254201; 24559357200; 7005089896; 12784451600","PnPP-19, a Synthetic and Nontoxic Peptide Designed from a Phoneutria nigriventer Toxin, Potentiates Erectile Function via NO/cGMP","2015","Journal of Urology","194","5","","1481","1490","9","32","10.1016/j.juro.2015.06.081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943632779&doi=10.1016%2fj.juro.2015.06.081&partnerID=40&md5=8f7e1d5f34628d94c0d5c358e4a636da","Article","Final","","Scopus","2-s2.0-84943632779"
"Cassoli J.S.; Guest P.C.; Santana A.G.; Martins-de-Souza D.","Cassoli, Juliana S. (36999302600); Guest, Paul C. (7006912075); Santana, Aline G. (57188736837); Martins-de-Souza, Daniel (25621529400)","36999302600; 7006912075; 57188736837; 25621529400","Employing proteomics to unravel the molecular effects of antipsychotics and their role in schizophrenia","2016","Proteomics - Clinical Applications","10","4","","442","455","13","15","10.1002/prca.201500109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962729897&doi=10.1002%2fprca.201500109&partnerID=40&md5=4a105f50286be83dfe032031b2963299","Review","Final","","Scopus","2-s2.0-84962729897"
"Rodríguez A.A.; Cassoli J.S.; Sa F.; Dong Z.Q.; De Freitas J.C.; Pimenta A.M.C.; De Lima M.E.; Konno K.; Lee S.M.Y.; Garateix A.; Zaharenko A.J.","Rodríguez, Armando Alexei (56972623300); Cassoli, Juliana Silva (36999302600); Sa, Fei (35082582700); Dong, Zhi Qiang (53979691200); De Freitas, José Carlos (24301162300); Pimenta, Adriano M.C. (7005708464); De Lima, Maria Elena (12784451600); Konno, Katsuhiro (7201505795); Lee, Simon Ming Yuen (57867785700); Garateix, Anoland (6603110329); Zaharenko, André J. (6508271098)","56972623300; 36999302600; 35082582700; 53979691200; 24301162300; 7005708464; 12784451600; 7201505795; 57867785700; 6603110329; 6508271098","Peptide fingerprinting of the neurotoxic fractions isolated from the secretions of sea anemones Stichodactyla helianthus and Bunodosoma granulifera. New members of the APETx-like family identified by a 454 pyrosequencing approach","2012","Peptides","34","1","","26","38","12","39","10.1016/j.peptides.2011.10.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858334175&doi=10.1016%2fj.peptides.2011.10.011&partnerID=40&md5=52b965c3872d47c373369ce34e33f4d5","Article","Final","","Scopus","2-s2.0-84858334175"
"Cassoli J.S.; Verano-Braga T.; Oliveira J.S.; Montandon G.G.; Cologna C.T.; Peigneur S.; Pimenta A.M.D.C.; Kjeldsen F.; Roepstorff P.; Tytgat J.; de Lima M.E.","Cassoli, Juliana Silva (36999302600); Verano-Braga, Thiago (24170188400); Oliveira, Joacir Stolarz (35449918800); Montandon, Gabriela Gontijo (36117132100); Cologna, Camila Takeno (32867485300); Peigneur, Steve (24559357200); Pimenta, Adriano Monteiro de Castro (55132869300); Kjeldsen, Frank (6602174514); Roepstorff, Peter (7101843559); Tytgat, Jan (7005089896); de Lima, Maria Elena (12784451600)","36999302600; 24170188400; 35449918800; 36117132100; 32867485300; 24559357200; 55132869300; 6602174514; 7101843559; 7005089896; 12784451600","The proteomic profile of Stichodactyla duerdeni secretion reveals the presence of a novel O-linked glycopeptide","2013","Journal of Proteomics","87","","","89","102","13","27","10.1016/j.jprot.2013.05.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879300478&doi=10.1016%2fj.jprot.2013.05.022&partnerID=40&md5=ad477d2d883db865fd913bf82b5aa2f5","Article","Final","","Scopus","2-s2.0-84879300478"
"Al-Otaibi N.A.S.; Cassoli J.S.; Slater N.K.H.; Rahmoune H.","Al-Otaibi, Noha A. S. (55826824600); Cassoli, Juliana S. (36999302600); Slater, Nigel K. H. (23028495000); Rahmoune, Hassan (36799041400)","55826824600; 36999302600; 23028495000; 36799041400","Molecular Characterization of Human Leukemia 60 (HL-60) Cells as a Model of Acute Myelogenous Leukemia Post Cryopreservation","2019","Methods in Molecular Biology","1916","","","239","247","8","3","10.1007/978-1-4939-8994-2_23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058597201&doi=10.1007%2f978-1-4939-8994-2_23&partnerID=40&md5=e6d1b65e718f20f2120234802c2f2944","Book chapter","Final","","Scopus","2-s2.0-85058597201"
"Montandon G.G.; Cassoli J.S.; Peigneur S.; Verano-Braga T.; Santos D.M.D.; Paiva A.L.B.; Moraes É.R.D.; Kushmerick C.; Borges M.H.; Richardson M.; Pimenta A.M.D.C.; Kjeldsen F.; Diniz M.R.V.; Tytgat J.; Lima M.E.D.","Montandon, Gabriela Gontijo (36117132100); Cassoli, Juliana Silva (36999302600); Peigneur, Steve (24559357200); Verano-Braga, Thiago (24170188400); Santos, Daniel Moreira dos (14026143600); Paiva, Ana Luiza Bittencourt (57038111300); Moraes, Éder Ricardo de (36620490500); Kushmerick, Christopher (6601998134); Borges, Márcia Helena (7102829157); Richardson, Michael (59623216900); Pimenta, Adriano Monteiro de Castro (55132869300); Kjeldsen, Frank (6602174514); Diniz, Marcelo Ribeiro Vasconcelos (7003526428); Tytgat, Jan (7005089896); Lima, Maria Elena de (59158418900)","36117132100; 36999302600; 24559357200; 24170188400; 14026143600; 57038111300; 36620490500; 6601998134; 7102829157; 59623216900; 55132869300; 6602174514; 7003526428; 7005089896; 59158418900","GiTx1(β/κ-theraphotoxin-Gi1a), a novel toxin from the venom of Brazilian tarantula Grammostola iheringi (Mygalomorphae, Theraphosidae): Isolation, structural assessments and activity on voltage-gated ion channels","2020","Biochimie","176","","","138","149","11","4","10.1016/j.biochi.2020.07.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088939824&doi=10.1016%2fj.biochi.2020.07.008&partnerID=40&md5=9ebbc4426b82c82bcce8413362f4c72b","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85088939824"
"Brandão-Teles C.; Martins-de-Souza D.; Guest P.C.; Cassoli J.S.","Brandão-Teles, Caroline (57191906531); Martins-de-Souza, Daniel (25621529400); Guest, Paul C. (7006912075); Cassoli, Juliana S. (36999302600)","57191906531; 25621529400; 7006912075; 36999302600","MK-801-treated oligodendrocytes as a cellular model to study schizophrenia","2017","Advances in Experimental Medicine and Biology","974","","","269","277","8","10","10.1007/978-3-319-52479-5_25","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017029983&doi=10.1007%2f978-3-319-52479-5_25&partnerID=40&md5=e44fbff3f896349469958ec1adf6f386","Book chapter","Final","","Scopus","2-s2.0-85017029983"
